,name,urlid,overall,capHit,pos,SPD,STR,AGI,ACC,AWR,CTH,JMP,STA,INJ,TAK,POW,PWM,FNM,BKS,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,KR,TRK,ELU,BCV,SFA,SPM,JKM,CAR,RTE,CIT,SPC,RLS,THP,TAS,TAM,TAD,TOR,PAC,RBK,PBK,IMP,fights_for_extra_yards,possession_catches,aggressive_catches,rac_catches,sideline_catches,big_hitter,strips_ball,plays_ball_in_air,canAuction
2477,Brian Orakpo,22301,80,26,ROLB,73,82,70,78,81,59,71,77,76,82,84,85,73,68,80,81,67,71,45,33,28,31,31,72,31,31,56,56,55,34,32,32,40,34,30,31,30,33,31,56,56,82,,,,,,Yes,No,Conservative,False
2478,DeMarco Murray,20631,80,26,HB,79,74,81,81,80,63,75,77,76,40,38,18,18,38,38,32,20,20,21,30,31,54,78,69,80,80,78,81,74,65,68,66,69,38,57,56,43,48,35,42,65,40,Yes,No,No,No,Yes,,,,False
2479,Star Lotulelei,20724,80,22,DT,54,91,68,70,76,51,65,77,82,80,80,77,60,72,76,76,39,44,40,44,43,34,47,37,42,55,49,45,60,37,46,44,39,45,34,35,34,37,35,55,55,80,,,,,,Yes,No,,True
2480,Drew Brees,20627,80,23,QB,60,45,55,63,86,37,44,82,85,26,16,15,15,27,26,32,20,22,15,22,35,14,20,32,45,24,33,60,55,19,19,19,22,75,82,77,76,75,81,26,25,25,,,,,,,,,False
2481,Malcolm Jenkins,22122,80,23,SS,77,56,82,83,81,74,82,86,86,74,74,63,62,70,81,81,66,73,79,43,41,45,55,60,75,46,75,79,66,60,62,55,52,43,35,36,35,38,36,56,56,65,,,,,,No,Yes,Aggressive,False
2482,Aaron Donald,20624,80,22,DT,72,83,71,79,75,48,65,79,83,76,68,78,70,75,75,75,39,41,34,43,41,34,48,36,43,46,43,41,50,37,38,50,34,40,33,34,33,36,34,56,56,76,,,,,,Yes,Yes,,False
2483,Terrell Suggs,20625,80,24,ROLB,67,79,64,73,85,55,69,82,77,85,84,82,70,82,84,85,59,66,52,36,28,23,51,23,43,23,60,52,66,26,31,48,42,30,22,23,22,24,23,52,52,81,,,,,,Yes,Yes,Conservative,False
2484,Blake Bortles,20617,80,25,QB,71,61,71,73,76,50,71,80,83,22,16,14,14,20,24,25,17,21,14,40,31,14,46,59,61,36,54,56,49,31,32,36,30,69,81,78,76,83,76,27,23,17,,,,,,,,,False
2485,Odell Beckham Jr,20616,80,26,WR,82,38,84,82,77,76,81,82,77,42,29,25,25,51,45,34,31,34,51,71,63,70,43,77,76,63,77,77,63,78,75,79,78,51,31,29,28,30,26,55,40,42,Yes,No,Yes,Yes,Yes,,,,False
2486,Matthew Stafford,20619,80,25,QB,65,57,61,68,80,25,50,82,79,27,14,12,12,27,28,18,12,23,12,27,25,12,47,47,62,34,36,54,55,17,17,17,21,83,74,73,70,78,76,26,25,26,,,,,,,,,False
2487,Muhammad Wilkerson,20618,80,22,RE,63,82,66,70,84,36,62,86,86,86,77,81,65,73,81,84,36,51,25,26,28,22,36,31,22,22,22,22,47,22,25,25,27,33,21,22,21,25,22,49,49,83,,,,,,Yes,Yes,,False
2488,Randall Cobb,22191,80,26,WR,83,48,85,84,75,79,79,82,77,52,40,39,39,52,52,45,41,46,44,52,49,74,53,75,77,56,76,77,75,74,74,74,75,69,67,62,54,72,53,64,53,53,Yes,No,Yes,Yes,Yes,,,,False
2489,Aaron Rodgers,20620,80,25,QB,67,49,69,70,78,40,50,84,82,19,15,13,13,20,25,25,15,20,13,17,19,12,26,53,61,18,45,44,55,17,17,17,21,80,77,76,75,80,75,18,14,18,,,,,,,,,False
2490,Julian Edelman,20622,80,23,WR,76,53,81,81,80,77,75,82,77,42,30,30,30,48,59,34,46,51,45,28,27,76,58,76,79,66,68,77,66,80,79,76,78,72,59,59,55,79,61,61,35,41,Yes,Yes,No,Yes,Yes,,,,False
2491,A.J. Green,23002,80,29,WR,80,57,82,79,75,78,83,80,76,37,25,23,23,45,45,33,32,37,25,29,25,60,57,73,74,60,72,72,66,78,78,79,78,45,32,29,28,31,23,58,32,43,No,Yes,Yes,Yes,Yes,,,,False
2492,Carlos Hyde,20615,80,26,HB,80,72,82,81,80,64,76,76,76,28,19,18,18,28,47,25,21,25,18,28,28,65,76,73,78,77,78,81,76,53,60,54,66,35,38,35,27,27,25,59,55,58,Yes,No,No,No,No,,,,False
2493,Julio Jones,20614,80,29,WR,82,63,82,80,76,78,83,81,78,44,28,24,24,48,52,31,31,35,28,35,28,55,61,71,75,70,69,72,65,77,75,78,77,48,31,27,24,30,25,57,46,52,Yes,No,Yes,Yes,Yes,,,,False
2494,Von Miller,23004,80,23,LOLB,76,73,77,77,79,52,68,77,79,79,78,78,81,81,81,79,62,69,60,46,42,39,58,55,58,55,60,66,63,42,38,50,58,45,38,39,38,42,39,60,60,78,,,,,,No,Yes,Balanced,False
2495,Star Lotulelei,20723,80,22,DT,54,91,68,70,76,51,65,77,82,80,80,77,60,72,76,76,39,44,40,44,43,34,47,37,42,55,49,45,60,37,46,44,39,45,34,35,34,37,35,55,55,80,,,,,,Yes,No,,True
2496,Vontae Davis,1302020078,80,23,CB,81,60,87,85,76,74,85,83,88,66,65,48,59,51,72,76,76,74,79,33,33,58,43,67,66,39,76,76,64,39,46,48,36,37,31,32,31,35,32,53,53,60,,,,,,No,Yes,Aggressive,False
2497,James Bradberry,22202,80,26,CB,83,55,78,84,78,68,79,77,79,66,75,45,50,55,75,78,76,80,73,48,42,69,44,73,69,44,73,74,67,47,54,55,38,42,34,35,34,37,35,43,38,60,,,,,,No,No,Aggressive,False
2498,Allen Hurns,22164,80,27,WR,82,67,82,85,73,73,81,78,82,60,55,54,54,62,62,59,54,57,54,57,57,70,67,72,74,67,72,74,71,74,74,74,75,60,57,56,55,57,55,61,60,64,Yes,Yes,No,Yes,Yes,,,,False
2499,Myles Jack,22165,80,21,MLB,82,69,83,85,73,68,86,78,72,77,77,64,73,73,77,73,70,73,59,38,37,66,72,68,72,74,58,71,73,65,63,61,59,39,44,42,40,46,39,45,60,74,Yes,Yes,No,Yes,Yes,Yes,No,Aggressive,False
2500,Josh McCown,22174,80,23,QB,70,51,65,68,79,58,45,82,68,34,29,28,28,34,43,39,34,34,28,33,37,30,39,42,60,45,63,63,54,55,52,46,49,76,78,76,74,77,73,30,30,30,No,No,No,No,No,,,,False
2501,Steve McLendon,22175,80,22,DT,58,81,59,74,77,48,62,67,83,85,74,77,65,77,78,76,35,39,32,38,41,31,31,31,31,31,31,31,53,34,35,35,38,48,31,31,31,33,31,53,53,80,,,,,,No,No,,False
2502,Tyrell Williams,22075,80,32,WR,84,60,87,86,75,75,84,77,76,47,31,27,27,47,48,37,34,44,37,36,34,54,54,68,74,60,68,75,68,75,73,75,74,43,40,38,40,46,35,61,49,54,Yes,Yes,No,Yes,Yes,,,,False
2503,Patrick Chung,22215,80,24,SS,81,61,77,87,80,75,83,86,84,74,80,55,62,69,77,80,64,70,70,57,52,68,46,53,75,49,60,68,65,43,52,54,46,49,38,38,38,40,38,57,57,70,,,,,,Yes,No,Aggressive,False
2504,Tamba Hali,22084,80,23,ROLB,68,81,67,72,82,63,66,79,81,79,82,81,76,79,79,82,66,72,47,47,42,46,45,52,45,45,52,48,59,47,46,46,54,55,44,45,44,46,45,63,63,82,No,No,Yes,Yes,Yes,No,Yes,Conservative,False
2505,Jack Mewhort,22094,80,18,LG,55,82,48,69,78,42,65,79,84,34,26,19,19,37,26,26,23,23,19,26,26,19,43,31,31,35,35,39,51,42,43,39,42,28,18,19,18,22,19,78,78,79,,,,,,Yes,Yes,Aggressive,False
2506,Jatavis Brown,22074,80,20,MLB,80,76,76,81,75,61,78,77,79,79,77,64,69,66,77,75,69,77,55,35,35,29,43,45,45,49,44,48,51,33,44,52,38,40,29,29,29,32,29,42,37,79,,,,,,Yes,Yes,Balanced,False
2507,Brandon Mebane,22072,80,21,DT,55,83,52,72,81,45,48,70,77,80,70,78,63,78,76,81,32,34,32,42,39,32,32,40,32,32,32,32,51,32,31,32,42,42,32,32,32,34,32,56,56,81,,,,,,No,No,,False
2508,Carlos Dunlap,22011,80,22,LE,74,71,74,78,80,55,76,78,76,78,74,73,85,75,79,80,58,65,48,43,44,44,57,54,44,44,44,44,58,46,45,45,52,43,43,44,43,46,44,62,62,78,,,,,,No,Yes,Balanced,False
2509,Antonio Gates,22073,80,25,TE,70,58,72,75,80,79,81,76,68,56,39,39,39,61,52,44,39,45,39,41,43,36,72,68,77,73,75,73,72,80,78,85,80,46,43,40,39,42,39,71,64,66,Yes,Yes,Yes,No,Yes,,,,False
2510,Zach Ertz,22124,80,26,TE,73,69,75,80,81,82,72,79,76,43,24,22,22,48,43,28,29,29,22,31,31,41,67,61,73,67,70,69,76,76,79,79,77,47,29,26,21,28,22,60,63,71,Yes,No,No,Yes,Yes,,,,False
2511,Darren Sproles,22125,80,28,HB,83,60,89,87,75,68,64,76,80,43,40,38,38,43,54,47,39,43,38,41,39,82,54,78,78,62,74,78,76,75,70,64,68,39,53,50,44,44,43,49,64,48,No,No,No,No,No,,,,False
2512,Xavier Rhodes,20632,80,23,CB,81,58,80,80,78,63,85,80,77,56,64,55,60,57,71,78,77,75,81,31,33,45,53,64,67,50,61,69,61,35,54,64,53,43,24,25,24,27,25,50,50,57,,,,,,No,No,Aggressive,False
2513,Robert Alford,22133,80,24,CB,85,39,86,85,78,75,86,81,76,62,59,45,51,54,71,78,78,73,72,41,40,74,50,75,79,55,77,81,68,44,58,67,43,50,38,38,38,40,38,59,59,62,,,,,,No,No,Aggressive,False
2514,Julius Thomas,22114,80,27,TE,80,67,81,82,75,78,86,77,79,42,24,23,23,51,33,31,23,32,23,29,29,24,72,66,74,71,71,74,70,75,77,80,77,33,29,27,22,29,23,63,63,66,No,No,No,Yes,No,,,,False
2515,Koa Misi,22115,80,23,LOLB,73,64,71,80,81,53,80,81,81,84,82,82,74,76,84,81,62,69,54,38,35,28,30,53,34,30,35,31,54,30,31,31,32,28,27,28,27,30,28,53,53,79,,,,,,No,No,Balanced,False
2516,Richard Sherman,20628,80,26,CB,78,65,84,80,79,75,85,84,82,61,65,37,52,54,74,79,74,78,81,24,22,55,55,74,83,54,74,76,60,46,59,73,57,24,21,22,21,25,22,51,51,55,,,,,,No,Yes,Aggressive,False
2517,Timmy Jernigan,22123,80,21,DT,63,77,64,75,76,52,67,69,80,79,70,79,67,79,79,76,52,57,33,47,39,34,49,47,45,44,43,40,61,37,44,44,45,44,34,35,34,36,35,58,55,80,,,,,,No,No,,False
2518,DeVante Parker,22112,80,29,WR,84,62,81,86,73,76,83,77,77,45,32,30,30,45,49,36,30,36,30,35,32,50,63,64,76,62,69,72,69,74,76,75,76,41,45,42,38,41,34,60,47,49,Yes,Yes,Yes,Yes,Yes,,,,False
2519,Ja'Wuan James,22113,80,18,RT,56,77,57,73,77,34,68,74,86,37,42,21,21,30,38,33,27,22,21,30,31,21,23,22,21,21,21,21,45,21,21,23,27,26,21,21,21,24,21,80,77,78,,,,,,,,,False
2520,David Amerson,22224,80,24,CB,82,52,79,84,80,73,80,82,81,69,66,58,60,58,73,80,78,73,75,40,37,61,53,69,70,51,69,68,69,45,70,69,43,52,37,37,37,39,37,57,57,62,,,,,,No,No,Aggressive,False
2521,Karl Joseph,22223,80,23,SS,79,65,79,82,74,73,80,76,74,75,81,51,54,65,76,74,73,78,69,42,39,66,47,63,63,58,64,67,78,41,57,58,46,46,39,37,37,42,40,46,39,70,,,,,,Yes,Yes,Aggressive,False
2522,Gabe Jackson,22222,80,20,RG,49,83,46,74,80,57,71,71,82,51,45,36,36,52,43,36,38,38,36,44,43,36,51,36,37,45,36,36,48,36,36,38,40,43,35,36,35,38,36,77,82,76,,,,,,,,,False
2523,Eric Kendricks,22312,80,20,MLB,77,66,74,82,78,72,80,81,73,81,78,61,66,70,79,78,70,77,62,44,41,39,58,57,50,52,53,57,67,42,58,58,50,47,38,39,38,41,39,59,59,78,,,,,,Yes,No,Balanced,False
2524,Matt Forte,1302028436,80,25,HB,79,65,80,83,73,67,71,84,80,39,39,33,33,33,49,39,36,39,39,41,41,39,72,73,76,72,72,73,80,72,70,69,63,44,49,46,41,40,38,54,67,49,Yes,No,No,No,No,,,,False
2525,Jordan Reed,20626,80,21,TE,76,56,76,77,84,81,74,78,74,50,27,25,25,49,51,31,30,31,25,38,30,23,68,79,82,64,74,79,72,81,79,79,76,65,64,57,53,53,48,66,66,61,Yes,No,No,Yes,Yes,,,,False
2526,Kirk Cousins,25290,80,25,QB,67,43,58,73,74,32,66,83,78,44,38,28,26,28,45,26,28,28,26,28,34,24,31,51,52,36,46,50,58,30,30,30,34,74,89,76,71,74,76,29,28,29,,,,,,,,,True
2527,Terrell Suggs,25289,80,23,ROLB,68,80,65,74,79,64,70,84,79,80,80,80,71,89,81,79,64,68,60,54,48,45,64,45,59,45,71,65,73,47,46,57,58,50,44,45,44,46,45,65,65,78,,,,,,Yes,Yes,Conservative,True
2528,Kam Chancellor,25292,80,29,SS,77,69,73,77,78,74,82,83,82,72,90,65,48,70,77,78,68,75,66,30,27,46,69,46,51,53,53,62,60,27,41,36,38,37,26,27,26,29,27,53,53,66,,,,,,Yes,Yes,Balanced,True
2529,Drew Brees,25291,80,23,QB,59,44,54,64,80,53,43,83,86,45,39,39,39,47,46,51,42,44,39,44,53,37,41,49,59,43,50,68,65,42,42,42,44,74,81,79,74,73,90,47,46,47,,,,,,,,,True
2530,Jadeveon Clowney,25294,80,23,LE,78,72,76,79,74,63,80,76,70,75,77,90,67,76,76,74,58,61,52,53,53,48,69,64,70,73,68,70,70,49,60,61,52,59,47,48,47,49,48,66,66,77,,,,,,Yes,No,,True
2531,Terence Newman,25296,80,28,CB,77,36,75,76,81,72,77,81,77,66,70,41,52,68,78,81,78,89,70,42,36,71,36,74,83,39,80,84,73,53,41,56,42,37,36,36,36,38,36,59,59,63,,,,,,No,No,Aggressive,True
2532,Luke Kuechly,23021,80,22,MLB,75,70,74,78,80,70,79,85,84,79,78,65,58,78,81,80,67,75,55,40,41,32,62,45,56,59,49,55,64,35,52,48,36,42,31,32,31,34,32,63,62,77,,,,,,Yes,Yes,Aggressive,False
2533,Julian Edelman,23022,80,23,WR,76,53,81,81,80,77,75,82,77,42,30,30,30,48,59,34,46,51,45,28,27,76,58,76,79,66,68,77,66,80,79,76,78,72,59,59,55,79,61,61,35,41,Yes,Yes,No,Yes,Yes,,,,False
2534,Amari Cooper,23023,80,24,WR,82,48,84,79,75,77,79,79,74,32,26,23,23,42,43,29,26,34,29,34,30,68,59,76,78,64,78,79,69,74,77,77,76,48,36,29,24,32,23,58,40,53,Yes,Yes,Yes,Yes,Yes,,,,False
2535,Aaron Donald,23024,80,22,DT,72,83,71,79,75,48,65,79,83,76,68,78,70,75,75,75,39,41,34,43,41,34,48,36,43,46,43,41,50,37,38,50,34,40,33,34,33,36,34,56,56,76,,,,,,Yes,Yes,,False
2536,Blake Bortles,23017,80,25,QB,71,61,71,73,76,50,71,80,83,22,16,14,14,20,24,25,17,21,14,40,31,14,46,59,61,36,54,56,49,31,32,36,30,69,81,78,76,83,76,27,23,17,,,,,,,,,False
2537,Muhammad Wilkerson,23018,80,22,RE,63,82,66,70,84,36,62,86,86,86,77,81,65,73,81,84,36,51,25,26,28,22,36,31,22,22,22,22,47,22,25,25,27,33,21,22,21,25,22,49,49,83,,,,,,Yes,Yes,,False
2538,Matthew Stafford,23019,80,25,QB,65,57,61,68,80,25,50,82,79,27,14,12,12,27,28,18,12,23,12,27,25,12,47,47,62,34,36,54,55,17,17,17,21,83,74,73,70,78,76,26,25,26,,,,,,,,,False
2539,Aaron Rodgers,23020,80,25,QB,67,49,69,70,78,40,50,84,82,19,15,13,13,20,25,25,15,20,13,17,19,12,26,53,61,18,45,44,55,17,17,17,21,80,77,76,75,80,75,18,14,18,,,,,,,,,False
2540,Carlos Hyde,23015,80,26,HB,80,72,82,81,80,64,76,76,76,28,19,18,18,28,47,25,21,25,18,28,28,65,76,73,78,77,78,81,76,53,60,54,66,35,38,35,27,27,25,59,55,58,Yes,No,No,No,No,,,,False
2541,Odell Beckham Jr,23016,80,26,WR,82,38,84,82,77,76,81,82,77,42,29,25,25,51,45,34,31,34,51,71,63,70,43,77,76,63,77,77,63,78,75,79,78,51,31,29,28,30,26,55,40,42,Yes,No,Yes,Yes,Yes,,,,False
2542,Byron Jones,22102,80,24,FS,83,62,87,85,76,64,88,80,80,67,62,43,49,63,79,76,76,77,78,37,35,67,45,67,60,49,74,76,62,39,48,48,53,54,26,26,26,29,26,52,52,62,,,,,,No,No,Balanced,False
2543,DeShawn Shead,22272,80,23,CB,79,64,76,80,79,68,82,73,80,74,73,62,58,65,77,79,75,79,74,45,42,64,69,57,66,60,62,67,69,45,62,60,45,51,44,42,42,47,45,60,60,61,,,,,,No,No,Aggressive,False
2544,Cliff Avril,22271,80,23,RE,77,68,70,82,82,62,76,73,83,74,78,78,86,70,77,82,54,63,59,46,46,42,49,54,49,55,43,52,64,43,42,42,44,49,41,42,41,43,42,61,61,81,,,,,,No,Yes,Aggressive,False
2545,Brice McCain,1018028820,80,24,CB,84,37,81,86,78,71,82,85,80,60,58,48,50,55,72,78,77,79,73,44,45,65,36,73,71,48,76,73,58,46,60,63,53,41,36,36,36,38,36,58,58,61,,,,,,No,No,Aggressive,True
2546,Clint Boling,1018010677,80,19,LG,57,81,49,75,76,30,19,72,89,39,28,20,20,34,51,37,19,21,20,19,24,20,33,20,20,20,20,20,45,25,25,25,27,35,19,20,19,23,20,74,81,82,,,,,,,,,True
2547,Eric Reid,22144,80,26,SS,81,56,78,85,76,72,86,78,80,70,85,65,55,72,78,76,64,73,71,41,42,65,69,55,63,62,53,56,68,50,69,69,56,44,40,38,37,42,41,57,57,69,,,,,,Yes,No,Aggressive,False
2548,Justin Houston,20609,80,23,LOLB,75,76,75,78,84,47,68,82,80,83,80,82,79,75,80,84,56,65,31,41,25,20,43,24,20,20,31,31,43,24,24,27,34,40,20,21,20,23,21,46,46,78,,,,,,No,Yes,Conservative,False
2549,Zach Ertz,1018000857,80,26,TE,74,70,76,81,82,83,73,81,78,43,24,22,22,48,43,28,29,29,22,31,31,42,68,62,74,68,71,70,77,76,79,79,77,47,29,26,21,28,22,61,64,71,Yes,No,No,Yes,Yes,,,,True
2550,Von Miller,20604,80,23,LOLB,76,73,77,77,79,52,68,77,79,79,78,78,81,81,81,79,62,69,60,46,42,39,58,55,58,55,60,66,63,42,38,50,58,45,38,39,38,42,39,60,60,78,,,,,,No,Yes,Balanced,False
2551,Jamie Collins Sr,20605,80,22,LOLB,77,63,77,80,82,63,83,84,88,82,78,78,67,74,81,82,61,70,46,22,23,19,46,31,48,43,46,42,55,23,39,42,42,48,53,51,48,60,35,46,46,80,,,,,,Yes,Yes,Aggressive,False
2552,Marcus Mariota,27578,80,26,QB,82,55,84,84,74,58,85,89,85,41,32,30,30,39,44,43,30,39,30,47,45,31,48,70,74,51,71,72,54,46,39,43,41,74,74,72,72,79,73,37,37,37,,,,,,,,,False
2553,Mohamed Sanu Sr,22134,80,24,WR,80,67,79,81,75,77,80,82,82,51,30,27,27,59,57,46,46,54,30,61,53,70,67,67,76,74,68,67,70,75,75,78,74,71,54,57,65,49,39,60,51,60,Yes,No,Yes,Yes,Yes,,,,False
2554,Danny Shelton,1302002544,80,21,DT,44,86,54,66,80,40,71,65,82,80,76,75,63,80,80,80,33,36,30,47,40,30,57,30,33,56,30,30,50,30,30,32,34,41,30,30,30,32,30,60,53,81,,,,,,No,No,,False
2555,Todd Gurley II,1302002399,80,28,HB,84,63,85,84,76,67,81,83,73,52,54,36,37,52,53,38,36,40,36,39,38,72,72,75,76,74,75,76,75,55,62,65,61,48,51,51,51,48,40,53,67,56,Yes,No,No,No,No,,,,False
2556,Darius Slay Jr,25283,80,24,CB,84,46,83,82,89,72,78,82,81,63,72,53,57,62,70,89,76,75,69,52,50,76,60,82,82,62,83,83,70,60,60,66,63,58,43,44,43,46,44,63,63,62,,,,,,No,No,Aggressive,True
2557,Jordy Nelson,25284,80,29,WR,79,58,79,82,78,90,74,84,76,47,37,38,38,58,54,38,38,42,36,44,44,68,54,71,76,64,72,73,74,74,74,75,74,52,40,38,35,40,36,62,41,55,Yes,Yes,Yes,Yes,Yes,,,,True
2558,Greg Olsen,25285,80,27,TE,75,60,73,77,78,76,78,86,82,55,44,44,44,65,61,44,39,40,40,48,45,33,70,70,76,69,61,73,78,76,89,76,74,44,43,40,37,42,38,64,69,65,Yes,Yes,Yes,Yes,Yes,,,,True
2559,Devin McCourty,25286,80,22,FS,79,45,80,81,77,75,82,84,83,69,66,46,52,65,78,77,85,77,74,43,44,79,47,79,59,45,81,81,60,37,52,59,38,48,33,33,33,36,33,59,59,66,,,,,,No,Yes,Aggressive,True
2560,NaVorro Bowman,25279,80,22,MLB,74,70,74,78,79,65,65,80,76,79,81,73,62,76,90,79,63,68,62,33,33,33,33,50,45,35,33,54,56,33,49,53,43,42,32,33,32,36,33,58,58,79,,,,,,Yes,Yes,Aggressive,True
2561,Olivier Vernon,25280,80,23,RE,70,72,63,76,76,55,76,79,78,77,75,90,68,77,77,76,55,68,48,48,53,45,58,46,53,62,62,57,60,48,43,43,51,55,44,45,44,47,45,65,65,89,,,,,,No,Yes,,True
2562,Paul Posluszny,25281,80,24,LOLB,73,68,69,77,77,67,68,84,77,79,77,72,67,76,78,77,71,85,67,44,47,44,62,48,61,68,44,67,73,48,51,54,51,56,44,44,44,47,44,65,65,77,,,,,,No,No,Balanced,True
2563,Leonard Williams,25282,80,27,LE,62,76,62,72,77,53,70,62,73,79,75,77,67,89,77,77,39,49,44,44,43,41,65,50,56,65,54,49,63,43,48,46,45,54,40,41,40,43,41,62,62,79,,,,,,No,No,,True
2564,Mike Wallace,22242,80,26,WR,84,48,81,86,78,75,81,86,82,40,27,26,26,47,45,37,26,34,26,30,31,73,52,78,76,55,75,79,70,76,76,78,76,38,32,30,25,32,26,55,40,48,No,Yes,No,Yes,No,,,,False
2565,Jordan Reed,23026,80,21,TE,76,56,76,77,84,81,74,78,74,50,27,25,25,49,51,31,30,31,25,38,30,23,68,79,82,64,74,79,72,81,79,79,76,65,64,57,53,53,48,66,66,61,Yes,No,No,Yes,Yes,,,,False
2566,Terrell Suggs,23025,80,24,ROLB,67,79,64,73,85,55,69,82,77,85,84,82,70,82,84,85,59,66,52,36,28,23,51,23,43,23,60,52,66,26,31,48,42,30,22,23,22,24,23,52,52,81,,,,,,Yes,Yes,Conservative,False
2567,J.J. Watt,23030,80,21,RE,67,84,66,72,77,66,76,82,76,77,72,77,76,77,77,77,38,54,32,36,36,36,65,49,64,60,50,52,61,63,62,60,70,41,36,37,36,38,37,56,56,77,,,,,,Yes,Yes,,False
2568,Antonio Brown,23029,80,24,WR,81,43,84,82,77,79,77,82,81,35,32,29,29,49,38,42,33,35,32,43,35,77,48,77,77,69,75,77,67,79,78,77,77,69,69,39,35,74,39,59,41,51,Yes,Yes,Yes,Yes,Yes,,,,False
2569,Richard Sherman,23028,80,26,CB,78,65,84,80,79,75,85,84,82,61,65,37,52,54,74,79,74,78,81,24,22,55,55,74,83,54,74,76,60,46,59,73,57,24,21,22,21,25,22,51,51,55,,,,,,No,Yes,Aggressive,False
2570,Drew Brees,23027,80,23,QB,60,45,55,63,86,37,44,82,85,26,16,15,15,27,26,32,20,22,15,22,35,14,20,32,45,24,33,60,55,19,19,19,22,75,82,77,76,75,81,26,25,25,,,,,,,,,False
2571,Xavier Rhodes,23032,80,23,CB,81,58,80,80,78,63,85,80,77,56,64,55,60,57,71,78,77,75,81,31,33,45,53,64,67,50,61,69,61,35,54,64,53,43,24,25,24,27,25,50,50,57,,,,,,No,No,Aggressive,False
2572,James Carpenter,22172,80,19,LG,57,82,59,71,80,41,26,70,76,38,31,22,22,35,38,37,24,25,22,26,24,22,22,32,22,22,22,22,45,26,26,26,30,23,21,22,21,25,22,74,82,76,,,,,,,,,False
2573,William Hayes,1018028464,80,22,RE,75,78,68,77,80,50,78,77,85,82,75,78,62,81,81,80,38,47,47,43,43,29,54,45,50,61,38,38,52,29,29,33,34,47,28,29,28,32,29,52,52,81,,,,,,No,No,,True
2574,Jeremy Zuttah,1018028454,80,19,C,65,81,58,76,83,48,43,65,85,36,28,20,20,28,35,23,22,23,20,32,32,20,28,22,20,36,20,20,48,23,23,23,27,36,20,20,20,23,20,73,78,82,,,,,,,,,True
2575,Eli Manning,22152,80,23,QB,59,46,50,59,83,48,39,84,88,46,44,43,43,47,48,45,43,48,43,46,47,42,45,51,60,52,59,61,61,46,46,46,47,78,79,78,76,78,80,47,44,47,,,,,,No,Yes,Aggressive,False
2576,Allen Robinson,22161,80,29,WR,82,59,81,85,75,75,84,80,79,49,34,31,31,49,51,39,36,37,38,38,42,65,57,68,74,62,66,72,73,76,76,77,79,42,36,34,31,36,31,61,45,55,Yes,Yes,Yes,Yes,Yes,,,,False
2577,Carson Palmer,1302016522,80,23,QB,61,55,52,58,83,33,45,86,80,34,33,31,31,34,42,39,34,40,31,34,36,31,39,52,52,43,40,48,57,31,31,33,36,79,79,77,78,76,79,31,32,31,,,,,,,,,False
2578,Charles Johnson,22205,80,22,LE,69,75,67,79,79,47,76,68,82,74,78,80,65,81,80,80,49,67,44,31,28,27,40,33,27,27,27,27,47,37,36,36,37,29,26,27,26,29,27,51,51,81,,,,,,No,Yes,Aggressive,False
2579,Jermey Parnell,22163,80,19,RT,57,76,54,67,82,34,37,68,78,37,38,26,26,38,43,38,28,34,26,28,27,26,26,32,26,26,26,26,37,30,30,30,33,33,25,26,25,28,26,77,82,81,No,Yes,No,No,No,,,,False
2580,Nick Fairley,1018010719,80,22,DT,70,82,66,76,75,49,73,74,79,78,81,78,71,71,73,75,40,45,30,31,30,30,60,35,49,57,49,46,49,30,30,31,34,33,30,30,30,33,30,54,54,82,,,,,,Yes,No,,True
2581,Pernell McPhee,1018010707,80,23,LOLB,71,86,73,76,81,53,61,82,77,81,81,81,75,77,81,81,59,65,39,33,37,33,33,47,33,33,35,35,51,35,35,35,49,35,33,33,33,35,33,55,55,81,,,,,,Yes,No,Balanced,True
2582,Tavon Young,22244,80,24,CB,82,51,82,84,75,70,75,79,81,66,71,51,51,61,76,75,76,79,75,41,42,72,37,71,71,34,67,77,67,40,58,57,40,38,34,35,34,37,35,41,37,61,,,,,,Yes,No,Aggressive,False
2583,Lardarius Webb,22245,80,23,FS,85,46,85,86,77,70,85,87,81,65,63,49,51,66,77,77,73,76,68,39,39,72,39,73,75,42,74,76,67,36,69,72,42,42,38,36,35,41,39,53,53,62,,,,,,No,No,Balanced,False
2584,Kenny Vaccaro,22265,80,23,SS,77,57,80,82,78,69,82,85,82,74,82,59,69,69,81,78,69,71,78,38,37,61,68,62,70,68,69,72,68,43,67,69,54,48,31,32,31,34,32,55,55,68,,,,,,Yes,No,Balanced,False
2585,Jamison Crowder,22254,80,27,WR,85,57,88,86,75,76,82,83,83,42,34,33,33,47,47,38,33,41,35,44,44,74,50,75,75,54,75,78,65,76,76,72,69,47,38,35,33,38,34,49,45,51,Yes,Yes,No,Yes,Yes,,,,False
2586,Preston Smith,22255,80,25,LOLB,77,76,73,84,76,62,78,68,86,78,77,80,70,70,79,76,69,73,55,50,45,31,54,40,54,54,54,55,62,39,51,57,51,38,31,31,31,34,31,54,54,76,,,,,,No,No,Conservative,False
2587,David Johnson,23007,80,28,HB,81,72,82,80,77,67,80,80,76,29,23,23,23,20,41,23,19,23,23,27,25,75,68,81,81,79,77,81,77,72,66,64,66,32,34,31,26,25,22,38,47,44,Yes,No,No,No,Yes,,,,False
